Title	Multilingual and cross-lingual news topic tracking	page=0 xpos=1 ypos=0 single-column left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
B-Footnote	<sup>2</sup> http://www.nist.gov/speech/tests/tdt/	page=0 xpos=0 ypos=9 left-column left-indent right-indent aligned-line longer-tail headchar-super column-bottom
I-Body	topics (task b). Instead, we focus on the topic	page=0 xpos=5 ypos=1 right-column full-justified column-top headchar-lower
I-Body	tracking task (c), and especially on the novel as-	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	pect of cross-lingual tracking.	page=0 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The aim of our work is to provide an automati-	page=0 xpos=5 ypos=2 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	cally generated overview over the major news of	page=0 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	each day (midnight to midnight) in the languages	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	English, German, French, Spanish and Italian. The	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital
I-Body	corpus consists of news items gathered from a	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	large number of internet news sites world-wide,	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and of various subscription news wires (Best et al.	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	2002). The texts are thus from hundreds of differ-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line year tailchar-hiphen
I-Body	ent sources (feeds) which often discuss the same	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	events. Newspapers often publish the news they	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	receive from press agencies with no or few	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	amendments. The corpus of news articles thus con-	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tains not only summaries of the same events writ-	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ten by different journalists, but also many dupli-	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cates and near duplicates of the same original text	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	which need to be eliminated from the collection.	page=0 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In order to identify the major news, we identify	page=0 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	clusters of similar news items, i.e. news items that	page=0 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	deal with the same subject. All subjects that trigger	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	a large number of news articles from various feeds	page=0 xpos=5 ypos=5 right-column full-justified aligned-line itemization headchar-lower
I-Body	are of interest. The related news thus do not neces-	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sarily have to discuss events, i.e. things that happen	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	at a particular time and place (e.g. the 11/03 Ma-	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	drid bombing), but they can also be a thread of dis-	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cussions on the same subject, such as the campaign	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	for the US presidential elections.	page=0 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In section 2, we summarise other work on topic	page=0 xpos=5 ypos=7 right-column left-indent indented-line longer-tail headchar-capital
I-Body	tracking, on cross-lingual news linking and on fea-	page=0 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ture extraction methods. Section 3 describes the	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	multilingual news corpus and the text feature ex-	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	traction used for the document representation. In	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	section 4, we present the process and evaluation of	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	major news identification. Section 5 is dedicated to	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the multi-monolingual topic tracking process and	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	its evaluation. Section 6 describes the cross-lingual	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	linking of related clusters of major news, plus	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	evaluation results. Section 7 points to future work.	page=0 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	2 Related work	page=0 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Allan et al. (1998) identify new events and then	page=0 xpos=5 ypos=9 right-column left-indent indented-line longer-tail line-double-space line-space year headchar-capital
I-Body	track the topic like in an information filtering task	page=0 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower
I-Body	by querying new documents against the profile of	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	the newly detected topic. Topics are represented as	page=1 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	a vector of stemmed words and their TF.IDF val-	page=1 xpos=0 ypos=0 left-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	ues, only considering nouns, verbs, adjectives and	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	numbers. In their experiments, using between 10	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	and 20 features produced optimal results. Schultz	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	(1999) took the alternative approach of clustering	page=1 xpos=0 ypos=0 left-column full-justified aligned-line year
I-Body	texts with a single-linkage unsupervised agglom-	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erative clustering method, using cosine similarity	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	and TF.IDF for term weighting. He concludes that	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	“a successful clustering algorithm must incorporate	page=1 xpos=0 ypos=1 left-column full-justified aligned-line
I-Body	a representation for a cluster itself as group aver-	page=1 xpos=0 ypos=1 left-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	age clustering does”. We followed Schultz’ advice.	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Unlike Schultz, however, we use the log-likelihood	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	test for term weighting as this measure seems to be	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	better when dealing with varying text sizes (Kil-	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	garriff 1996). We do not consider parts-of-speech,	page=1 xpos=0 ypos=2 left-column full-justified aligned-line year headchar-lower tailchar-comma
I-Body	lemmatisation or stemming, as we do not have ac-	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cess to linguistic resources for all the languages we	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	need to work with, but we use an extensive list of	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	stop words.	page=1 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Approaches to cross-lingual topic tracking are	page=1 xpos=0 ypos=3 left-column left-indent indented-line longer-tail headchar-capital
I-Body	rather limited. Possible solutions for this task are to	page=1 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower
I-Body	either translate documents or words from one lan-	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	guage into the other, or to map the documents in	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	both languages onto some multilingual reference	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	system such as a thesaurus. Wactlar (1999) used	page=1 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower
I-Body	bilingual dictionaries to translate Serbo-Croatian	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	words and phrases into English and using the trans-	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lations as a query on the English texts to find simi-	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lar texts. In TDT-3, only four systems tried to es-	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tablish links between documents written in differ-	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ent languages. All of them tried to link English and	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	Chinese-Mandarin news articles by using Machine	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	Translation (e.g. Leek et al. 1999). Using a ma-	page=1 xpos=0 ypos=5 left-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	chine translation tool before carrying out the topic	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	tracking resulted in a 50% performance loss, com-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	pared to monolingual topic tracking.	page=1 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Friburger & Maurel (2002) showed that the iden-	page=1 xpos=0 ypos=6 left-column left-indent indented-line longer-tail year headchar-capital tailchar-hiphen
I-Body	tification and usage of proper names, and espe-	page=1 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	cially of geographical references, significantly im-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	proves document similarity calculation and cluster-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing. Hyland et al. (1999) clustered news and de-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	tected topics exploiting the unique combinations of	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	various named entities to link related documents.	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	However, according to Friburger & Maurel (2002),	page=1 xpos=0 ypos=7 left-column full-justified aligned-line year headchar-capital tailchar-comma
E-Body	the usage of named entities alone is not sufficient.	page=1 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Our own approach to cross-lingual topic track-	page=1 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ing, presented in section 6, is therefore based on	page=1 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	three kinds of information. Two of them exploit	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	the co-occurrence of named entities in related news	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	stories: (a) cognates (i.e. words that are the same	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	across languages, including names) and (b) geo-	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	graphical references. The third component, (c) a	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	process mapping texts onto a multilingual classifi-	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cation scheme, provides an additional, more con-	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tent-oriented similarity measure. Pouliquen et al.	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	(2003) showed that mapping texts onto a multilin-	page=1 xpos=0 ypos=9 left-column full-justified aligned-line year tailchar-hiphen column-bottom
I-Body	gual classification system can be very successful	page=1 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	for the task of identifying document translations.	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	This approach should thus also be an appropriate	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-capital
I-Body	measure to identify similar documents in other	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	languages, such as news discussing the same topic.	page=1 xpos=5 ypos=0 right-column right-indent aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	3 Feature extraction for document represen-	page=1 xpos=5 ypos=1 right-column full-justified aligned-line line-double-space line-space numbered-heading1 tailchar-hiphen
I-SectionHeader	tation	page=1 xpos=5 ypos=1 right-column left-indent right-indent indented-line shorter-tail headchar-lower above-double-space above-line-space
B-Body	The similarity measure for monolingual news	page=1 xpos=5 ypos=1 right-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	item clustering, discussed in section 4, is a cosine	page=1 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower
I-Body	of weighted terms (see 3.1) enriched with informa-	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion about references to geographical place names	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	(see 3.2). Related news are tracked over time by	page=1 xpos=5 ypos=2 right-column full-justified aligned-line
I-Body	calculating the cosine of their cluster representa-	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions, while setting certain thresholds (section 5).	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The cross-lingual linking of related clusters, as de-	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	scribed in section 6, additionally uses the results of	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	a mapping process onto a multilingual classifica-	page=1 xpos=5 ypos=3 right-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
E-Body	tion scheme (see 3.3).	page=1 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The news corpus consists of a daily average of	page=1 xpos=5 ypos=3 right-column left-indent indented-line longer-tail headchar-capital
I-Body	3350 English news items, 2100 German, 870 Ital-	page=1 xpos=5 ypos=3 right-column full-justified hanged-line tailchar-hiphen
I-Body	ian, 800 French and 530 Spanish articles, coming	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	from over three hundred different internet sources.	page=1 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.1 Keyword identification	page=1 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	For monolingual applications, we represent	page=1 xpos=5 ypos=4 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	documents by a weighted list of their terms. For	page=1 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower
I-Body	the weighting, we use the log-likelihood test,	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	which is said to perform better than the alternatives	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	TF.IDF or chi-square when comparing documents	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	of different sizes (Kilgarriff 1996). The reference	page=1 xpos=5 ypos=5 right-column full-justified aligned-line year headchar-lower
I-Body	corpus was produced with documents of the same	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	type, i.e. news articles. It is planned to update the	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	reference word frequency list daily or weekly so as	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	to take account of the temporary news bias towards	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	specific subjects (e.g. the Iraq war). We set the p-	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	value to 0.01 in order to limit the size of the vector	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	to the most important words. Furthermore, we use	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	a large list of stop words that includes not only	page=1 xpos=5 ypos=6 right-column full-justified aligned-line itemization headchar-lower
I-Body	function words, but also many other words that are	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	not useful to represent the contents of a document.	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We do not consider part-of-speech information and	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	do not carry out stemming or lemmatisation, in	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	order to increase the speed of the process and to be	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	able to include new languages quickly even if we	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	do not have linguistic resources for them. Cluster-	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing results do not seem to suffer from this lack of	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	linguistic normalisation, but when we extend the	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	system to more highly inflected languages, we will	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	have to see whether lemmatisation will be neces-	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sary. The result of the keyword identification proc-	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ess is thus a representation of each incoming news	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	article in a vector space.	page=1 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.2 Geographical Place Name Recognition	page=1 xpos=5 ypos=9 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	For place name recognition, we use a system that	page=1 xpos=5 ypos=9 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	has been developed by Pouliquen et al. (2004).	page=1 xpos=5 ypos=9 right-column full-justified hanged-line year headchar-lower tailchar-period page-bottom
I-Body	Compared to other named entity recognition sys-	page=2 xpos=0 ypos=0 left-column full-justified page-top headchar-capital tailchar-hiphen
I-Body	tems, this tool has the advantage that it recognises	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	exonyms (foreign language equivalences, e.g. Ven-	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ice vs. Venezia) and that it disambiguates between	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	places with the same name (e.g. Paris in France vs.	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	the other 13 places called Paris in the world).	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	However, instead of using the city and region	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital
I-Body	names as they are mentioned in the article, each	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	place name simply adds to the country score of	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	each article. The idea behind this is that the place	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	names themselves are already contained in the list	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	of keywords. By adding the country score sepa-	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rately, we heighten the impact of the geographical	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	information on the clustering process.	page=2 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The country scores are calculated as follows: for	page=2 xpos=0 ypos=2 left-column left-indent indented-line longer-tail headchar-capital
