Title	Evaluating a Trainable Sentence Planner for a Spoken Dialogue System	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	tems to be more flexible and support user initia-	page=0 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive, but this requires greater flexibility in utter-	page=0 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom
I-Body	ance generation. Finally, systems to support com-	page=0 xpos=5 ypos=2 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	plex planning are being developed, which will re-	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	quire more sophisticated output.	page=0 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	As we move away from systems with pre-	page=0 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	recorded prompts, there are two possible ap-	page=0 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	proaches to producing system utterances. The	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	first is template-based generation, where ut-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	terances are produced from hand-crafted string	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	templates. Most current research systems use	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	template-based generation because it is concep-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tually straightforward. However, while little or	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	no linguistic training is needed to write templates,	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	it is a tedious and time-consuming task: one or	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	more templates must be written for each combi-	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nation of goals and discourse contexts, and lin-	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	guistic issues such as subject-verb agreement and	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	determiner-noun agreement must be repeatedly	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	encoded for each template. Furthermore, main-	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tenance of the collection of templates becomes a	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	software engineering problem as the complexity	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	of the dialog system increases. <sup>1</sup>	page=0 xpos=5 ypos=6 right-column right-indent font-largest aligned-line shorter-tail headchar-lower above-line-space
B-Body	The second approach is natural language gen-	page=0 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	eration (NLG), which customarily divides the	page=0 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower
I-Body	generation process into three modules (Rambow	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	and Korelsky, 1992): (1) Text Planning, (2) Sen-	page=0 xpos=5 ypos=7 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	tence Planning, and (3) Surface Realization. In	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	this paper, we discuss only sentence planning; the	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	role of the sentence planner is to choose abstract	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	lexico-structural resources for a text plan, where	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	a text plan encodes the communicative goals for	page=0 xpos=5 ypos=8 right-column full-justified aligned-line itemization headchar-lower
I-Body	an utterance (and, sometimes, their rhetorical	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	structure). In general, NLG promises portability	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	across application domains and dialog situations	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	by focusing on the development of rules for each	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	generation module that are general and domain-	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen above-double-space above-line-space
B-Footnote	<sup>1</sup> Although we are not aware of any software engineering	page=0 xpos=5 ypos=9 right-column left-indent indented-line line-double-space line-space headchar-super
I-Footnote	studies of template development and maintenance, this claim	page=0 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-lower
I-Footnote	is supported by abundant anecdotal evidence.	page=0 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period page-bottom
I-Body	independent. However, the quality of the output	page=1 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	for a particular domain, or a particular situation	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	in a dialog, may be inferior to that of a template-	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	based system without considerable investment in	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	domain-specific rules or domain-tuning of gen-	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	eral rules. Furthermore, since rule-based systems	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	use sophisticated linguistic representations, this	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	handcrafting requires linguistic knowledge.	page=1 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Recently, several approaches for automatically	page=1 xpos=0 ypos=1 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	training modules of an NLG system have been	page=1 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower
I-Body	proposed (Langkilde and Knight, 1998; Mel-	page=1 xpos=0 ypos=2 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	lish et al., 1998; Walker, 2000). These hold	page=1 xpos=0 ypos=2 left-column full-justified aligned-line year headchar-lower
I-Body	the promise that the complex step of customiz-	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing NLG systems by hand can be automated,	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	while avoiding the need for tedious hand-crafting	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	of templates. While the engineering benefits of	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	trainable approaches appear obvious, it is unclear	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	whether the utterance quality is high enough.	page=1 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	In (Walker et al., 2001) we propose a new	page=1 xpos=0 ypos=3 left-column left-indent indented-line longer-tail line-space year headchar-capital
I-Body	model of sentence planning called SP O T. In	page=1 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower
I-Body	SP O T, the sentence planner is automatically	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	trained, using feedback from two human judges,	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	to choose the best from among different options	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	for realizing a set of communicative goals. In	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	(Walker et al., 2001), we evaluate the perfor-	page=1 xpos=0 ypos=4 left-column full-justified aligned-line year tailchar-hiphen
I-Body	mance of the learning component of SP O T, and	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	show that SP O T learns to select sentence plans	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	that are highly rated by the two human judges.	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	While this evaluation shows that SP O T has in-	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	deed learned from the human judges, it does not	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	show that using only two human judgments is	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	sufficient to produce more broadly acceptable re-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults, nor does it show that SP O T performs as well	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	as optimized hand-crafted template or rule-based	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	systems. In this paper we address these questions.	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Because SP O T is trained on data from a work-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ing system, we can directly compare SP O T to the	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	hand-crafted, template-based generation compo-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nent of the current system. In order to perform an	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	exhaustive comparison, we also implemented two	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	rule-based and two baseline sentence-planners.	page=1 xpos=0 ypos=8 left-column centered right-indent aligned-line headchar-lower tailchar-period
I-Body	One baseline simply produces a single sentence	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital
I-Body	for each communicative goal. Another baseline	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	randomly makes decisions about how to combine	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	communicative goals into sentences. We directly	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	compare these different approaches in an evalua-	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion experiment in which 60 human subjects rate	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
E-Body	each system’s output on a scale of 1 to 5.	page=1 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The experimental design is described in section	page=1 xpos=0 ypos=9 left-column left-indent indented-line longer-tail line-space headchar-capital column-bottom
Figure	__Figure 1__	page=1 xpos=5 ypos=-1 right-column left-indent right-over box column-top figure-area above-blank-line above-double-space above-line-space
B-Caption	Figure 1: A dialog with AMELIA	page=1 xpos=5 ypos=1 right-column centered left-indent right-indent indented-line shorter-tail line-blank-line line-double-space line-space string-figure headchar-capital above-blank-line above-double-space above-line-space
I-Body	2. The sentence planners used in the evaluation	page=1 xpos=5 ypos=2 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space itemization
I-Body	are described in section 3. In section 4, we present	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	our results. We show that the trainable sentence	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	planner performs better than both rule-based sys-	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tems and as well as the hand-crafted template-	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	based system. These four systems outperform the	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	baseline sentence planners. Section 5 summarizes	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	our results and discusses related and future work.	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	2 Experimental Context and Design	page=1 xpos=5 ypos=3 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Our research concerns developing and evaluat-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	ing a portable generation component for a mixed-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	initiative travel planning system, AMELIA, de-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	veloped at AT&T Labs as part of DARPA Com-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	municator. Consider the required generation ca-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	pabilities of AMELIA, as illustrated in Figure 1.	page=1 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Utterance System1 requests information about	page=1 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	the caller’s departure airport, but in User2, the	page=1 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	caller takes the initiative to provide information	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	about her destination. In System3, the system’s	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	goal is to implicitly confirm the destination (be-	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cause of the possibility of error in the speech	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	recognition component), and request information	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	(for the second time) of the caller’s departure air-	page=1 xpos=5 ypos=6 right-column full-justified aligned-line tailchar-hiphen
I-Body	port. This combination of communicative goals	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	arises dynamically in the dialog because the sys-	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tem supports user initiative, and requires differ-	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ent capabilities for generation than if the system	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	could only understand the direct answer to the	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	question that it asked in System1.	page=1 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In User4, the caller provides this information	page=1 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital
I-Body	but takes the initiative to provide the month and	page=1 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower
I-Body	day of travel. Given the system’s dialog strategy,	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the communicative goals for its next turn are to	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	implicitly confirm all the information that the user	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	has provided so far, i.e. the departure and desti-	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nation cities and the month and day information,	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	as well as to request information about the time	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	of travel. The system’s representation of its com-	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen page-bottom
I-Body	municative goals for System5 is in Figure 2. As	page=2 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	before, this combination of communicative goals	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
E-Body	arises in response to the user’s initiative.	page=2 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Figure	__Figure 2__	page=2 xpos=0 ypos=0 left-column centered left-indent right-indent box indented-line longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 2: The text plan (communicative goals) for	page=2 xpos=0 ypos=1 left-column full-justified hanged-line longer-tail line-double-space line-space string-figure headchar-capital
E-Caption	System5 in Figure 1	page=2 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-capital above-double-space above-line-space
B-Body	Like most working research spoken dialog	page=2 xpos=0 ypos=2 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	systems, AMELIA uses hand-crafted, template-	page=2 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	based generation. Its output is created by choos-	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing string templates for each elementary speech	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	act, using a large choice function which depends	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	on the type of speech act and various context con-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ditions. Values of template variables (such as ori-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gin and destination cities) are instantiated by the	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	dialog manager. The string templates for all the	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	speech acts of a turn are heuristically ordered and	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	then appended to produce the output. In order to	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	produce output that is not highly redundant, string	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	templates must be written for every possible com-	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bination of speech acts in a text plan. We refer to	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	the output generated by AMELIA using this ap-	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	proach as the TEMPLATE output.	page=2 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	__Figure 3__	page=2 xpos=-1 ypos=5 left-column left-over right-over box longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 3: Sample outputs for System5 of Figure 1	page=2 xpos=0 ypos=8 left-column full-justified shorter-tail line-double-space line-space string-figure headchar-capital
I-Caption	for each type of generation system used in the	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Caption	evaluation experiment.	page=2 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	We perform an evaluation using human sub-	page=2 xpos=0 ypos=9 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	jects who judged the TEMPLATE output of	page=2 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower
I-Body	AMELIA against five NLG-based approaches:	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital tailchar-colon
I-Body	SP O T, two rule-based approaches, and two base-	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital tailchar-hiphen column-bottom
I-Body	lines. We describe them in Section 3. An exam-	page=2 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	ple output for the text plan in Figure 2 for each	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	system is in Figure 3. The experiment required	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	human subjects to read 5 dialogs of real inter-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	actions with AMELIA. At 20 points over the 5	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	dialogs, AMELIA’s actual utterance ( TEMPLATE )	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	is augmented with a set of variants; each set of	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	variants included a representative generated by	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	SP O T, and representatives of the four compari-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	son sentence planners. At times two or more of	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	these variants coincided, in which case sentences	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	were not repeated and fewer than six sentences	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	were presented to the subjects. The subjects rated	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	each variation on a 5-point Likert scale, by stating	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	the degree to which they agreed with the state-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment The system’s utterance is easy to under-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	stand, well-formed, and appropriate to the dialog	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	context. Sixty colleagues not involved in this re-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	search completed the experiment.	page=2 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	3 Sentence Planning Systems	page=2 xpos=5 ypos=4 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	This section describes the five sentence planners	page=2 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	that we compare. SP O T, the two rule-based	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	systems, and the two baseline sentence planners	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
