Title	A Shared Task Involving Multi-label Classification of Clinical Free Text	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Abstract	ture of the task is that it required catego-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	rization with respect to a large and commer-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	cially significant set of labels. The number	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	of participants was larger than in any pre-	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	vious biomedical challenge task. We de-	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	scribe the data production process and the	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	evaluation measures, and give a preliminary	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	analysis of the results. Many systems per-	page=0 xpos=0 ypos=6 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	formed at levels approaching the inter-coder	page=0 xpos=0 ypos=6 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	agreement, suggesting that human-like per-	page=0 xpos=0 ypos=6 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	formance on this task is within the reach of	page=0 xpos=0 ypos=6 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	currently available technologies.	page=0 xpos=0 ypos=6 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=7 left-column right-indent font-larger hanged-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Clinical free text (primary data about patients, as op-	page=0 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	posed to journal articles) poses significant technical	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	challenges for natural language processing (NLP).	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	In addition, there are ethical and social demands	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital
I-Body	when working with such data, which is intended for	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	use by trained medical practitioners who appreciate	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	the constraints that patient confidentiality imposes.	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	State-of-the-art NLP systems handle carefully edited	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital
I-Body	text better than fragmentary notes, and clinical lan-	page=0 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen above-blank-line above-double-space above-line-space
Page	97	page=0 xpos=4 ypos=9 left-column left-indent right-over indented-line line-blank-line line-double-space line-space numeric-only column-bottom
I-Body	guage is known to exhibit unique sublanguage char-	page=0 xpos=5 ypos=2 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	acteristics (Hirschman and Sager, 1982; Friedman	page=0 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
I-Body	et al., 2002; Stetson et al., 2002) (e.g. verbless	page=0 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
I-Body	sentences, domain-specific punctuation semantics,	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and unusual metonomies) that may limit the perfor-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mance of general NLP tools. More importantly, the	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	confidentiality requirements take time and effort to	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	address, so it is not surprising that much work in	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	the biomedical domain has focused on edited jour-	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nal articles (and the genomics domain) rather than	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	clinical free text in medical records. The fact re-	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mains, however, that the automation of healthcare	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	workflows can bring important benefits to treatment	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	(Hurtado et al., 2001) and reduce administrative bur-	page=0 xpos=5 ypos=5 right-column full-justified aligned-line year tailchar-hiphen
I-Body	den, and that free text is a critical component of	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	these workflows. There are economic motivations	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	for the task, as well. The cost of adding labels like	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	ICD-9-CM to clinical free text and the cost of re-	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	pairing associated errors is approximately $25 bil-	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lion per year in the US (Lang, 2007). For these	page=0 xpos=5 ypos=6 right-column full-justified aligned-line year headchar-lower
I-Body	(and many other) reasons, there have been consis-	page=0 xpos=5 ypos=6 right-column full-justified aligned-line tailchar-hiphen
I-Body	tent attempts to overcome the obstacles which hin-	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	der the processing of clinical text (Uzuner et al.,	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	2006). This paper discusses one such attempt—	page=0 xpos=5 ypos=7 right-column full-justified aligned-line year
I-Body	The 2007 Computational Medicine Challenge, here-	page=0 xpos=5 ypos=7 right-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	after referred to as “the Challenge”. There were two	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	main reasons for conducting the Challenge. One	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	is to facilitate advances in mining clinical free text;	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-semicolon
I-Body	shared tasks in other biomedical domains have been	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	shown to drive progress in the field in multiple ways	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	(see (Hirschman and Blaschke, 2006; Hersh et al.,	page=0 xpos=5 ypos=8 right-column full-justified aligned-line year tailchar-comma
I-Body	2005; Uzuner et al., 2006; Hersh et al., 2006) for a	page=0 xpos=5 ypos=8 right-column full-justified aligned-line year
I-Body	comprehensive review of biomedical challenge tasks	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	and their contributions). The other is a ground-	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom above-blank-line above-double-space above-line-space
B-Footer	BioNLP 2007: Biological, translational, and clinical language processing, pages 97–104,	page=0 xpos=1 ypos=9 single-column left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space year headchar-capital tailchar-comma
I-Footer	Prague, June 2007.  2007 c Association for Computational Linguistics	page=0 xpos=2 ypos=9 single-column left-indent right-indent font-smallest indented-line shorter-tail year headchar-capital page-bottom
I-Body	breaking distribution of useful, reusable, carefully	page=1 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	anonymized clinical data to the research commu-	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nity, whose data use agreement is simply to cite the	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	source. The remaining sections of this paper de-	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	scribe how the data were prepared, the methods for	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	scoring, preliminary results [to be updated if sub-	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mission is accepted—results are currently still under	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	analysis], and some lessons learned.	page=1 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	2 Corpus collection and coding process	page=1 xpos=0 ypos=1 left-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Supervised methods for machine learning require	page=1 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	training data. Yet, due to confidentiality require-	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ments, spotty electronic availability, and variance in	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	recording standards, the requisite clinical training	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	data are difficult to obtain. One goal of the chal-	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lenge was to create a publicly available ”gold stan-	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dard” that could serve as the seed for a larger, open-	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	source clinical corpus. For this we used the follow-	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing guiding principles: individual identity must be	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	expunged to meet United States HIPAA standards,	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	(U.S. Health, 2002) and approved for release by the	page=1 xpos=0 ypos=4 left-column full-justified aligned-line year
I-Body	local Institutional Review Board (IRB); the sample	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	must represent problems that medical records coders	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	actually face; the sample must have enough data for	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	machine-learning-based systems to do well; and the	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	sample must include proportionate representations	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
E-Body	of very low-frequency classes.	page=1 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Data for the corpus were collected from the	page=1 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	Cincinnati Children’s Hospital Medical Center’s	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	(CCHMC) Department of Radiology. CCHMC’s	page=1 xpos=0 ypos=5 left-column full-justified aligned-line
I-Body	Institutional Review Board approved release of the	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Body	data. Sampling of all outpatient chest x-ray and re-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nal procedures for a one-year period was done us-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing a bootstrap method (Walters, 2004). These data	page=1 xpos=0 ypos=6 left-column full-justified aligned-line year headchar-lower
I-Body	are among those most commonly used, and are de-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	signed to provide enough codes to cover a substan-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tial proportion of pediatric radiology activity. Ex-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	punging patient identity to meet HIPAA standards	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	included three steps: disambiguation, anonymiza-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tion, and data scrubbing (Pestian et al., 2005).	page=1 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail year headchar-lower tailchar-period above-line-space
B-Body	Ambiguity and Anonymization. Not surprisingly,	page=1 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-space headchar-capital tailchar-comma
I-Body	some degree of disambiguation is needed to carry	page=1 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	out effective anonymization (Uzuner et al., 2006;	page=1 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-lower tailchar-semicolon
I-Body	Sibanda and Uzuner, 2006). The reason is that clini-	page=1 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	cal text is dense with medical jargon, abbreviations,	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and acronyms, many of which turn out to be ambigu-	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ous between a sense that needs anonymization and a	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower above-blank-line above-double-space above-line-space
Page	98	page=1 xpos=4 ypos=9 left-column left-indent right-over indented-line line-blank-line line-double-space line-space numeric-only column-bottom
I-Body	different sense that does not. For example, in a clin-	page=1 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	ical setting, FT can be an abbreviation for full-term,	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	fort (as in Fort Bragg), feet, foot, field test, full-time	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	or family therapy. Fort Bragg, being a place name,	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and a possible component of an address, could indi-	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rectly lead to identification of the patient. Until such	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	occurrences are disambiguated, it is not possible to	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	be certain that other steps to anonymize data are ad-	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	equate. To resolve the relevant ambiguities found in	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	this free text, we relied on previous efforts that used	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	expert input to develop clinical disambiguation rules	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	(Pestian et al., 2004).	page=1 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail year tailchar-period
B-Body	Anonymization. To assure patient privacy, clin-	page=1 xpos=5 ypos=2 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ical text that is used for non-clinical reasons must	page=1 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	be anonymized. However, to be maximally useful	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	for machine-learning, this must be done in a par-	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ticular way. Replacing personal names with some	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	unspecific value such as ”*” would lose potentially	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	useful information. Our goal is to replace the sensi-	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive fields with like values that obscure the identity	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	of the individual (Cho et al., 2002). We found that	page=1 xpos=5 ypos=3 right-column full-justified aligned-line year headchar-lower
I-Body	the amount of sensitive information routinely found	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	in unstructured free text data is limited. In our case,	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	these data included patient and physician names and	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	sometimes dates or geographic locations, but little or	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	no other sensitive information turned up in the rele-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	vant database fields. Using our internally developed	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	encryption broker software, we replaced all female	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	names with “Jane”, all male names with ”John”, and	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	all surnames with ”Johnson”. Dates were randomly	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	shifted.	page=1 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Manual Inspection. Once the data were disam-	page=1 xpos=5 ypos=6 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	biguated and anonymized, they were manually re-	page=1 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	viewed for the presence of any Protected Health In-	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formation (PHI). If a specific token was perceived to	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	potentially violate PHI regulations, the entire record	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	was deleted from the dataset. In some case, how-	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ever, a general geographic area was changed and	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	not deleted. For example if the data read ”patient	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	lived near Mr. Roger’s neighborhood” it would be	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	deleted, because it may be traceable. On the other	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	hand, if the data read ”patient was from Cincinnati”	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	it may have been changed to read ”patient was from	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the Covington” After this process, a corpus of 2,216	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	records was obtained (See Table 2 for details).	page=1 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	ICD-9-CM Assignment. A radiology report has	page=1 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital
I-Body	multiple components. Two parts in particular are	page=1 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower
I-Body	essential for the assignment of ICD-9-CM codes:	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-colon page-bottom
I-Body	clinical history—provided by an ordering physician	page=2 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	before a radiological procedure, and impression—	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	reported by a radiologist after the procedure. In the	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	case of radiology reports, ICD-9-CM codes serve as	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	justification to have a certain procedure performed.	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	There are official guidelines for radiology ICD-9-	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	CM coding (Moisio, 2000). These guidelines note	page=2 xpos=0 ypos=1 left-column full-justified aligned-line year headchar-capital
I-Body	that every disease code requires a minimum num-	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ber of digits before reimbursement will occur; that	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	a definite diagnosis should always be coded when	page=2 xpos=0 ypos=1 left-column full-justified aligned-line itemization headchar-lower
I-Body	possible; that an uncertain diagnosis should never	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	be coded; and that symptoms must never be coded	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	when a definite diagnosis is available. Particular	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	hospitals and insurance companies typically aug-	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment these principles with more specific internal	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	guidelines and practices for coding. For these rea-	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sons of policy, and because of natural variation in	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	human judgment, it is not uncommon for multiple	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	annotators to assign different codes to the same text.	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Understanding the sources of this variation is impor-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tant; so too is the need to create a definite gold stan-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dard for use in the challenge. To do so, data were	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	annotated by the coding staff of CCHMC and two	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	independent coding companies: COMPANY Y and	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	COMPANY Z.	page=2 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period
B-Body	Majority annotation. A single gold standard was	page=2 xpos=0 ypos=4 left-column left-indent indented-line longer-tail headchar-capital
I-Body	created from these three sets of annotations. There	page=2 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower
I-Body	was no reason to adopt any a priori preference for	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	one annotator over another, so the democratic princi-	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ple of assigning a majority annotation was used. The	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	majority annotation consists of those codes assigned	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	to the document by two or more of the annotators.	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	There are, however, several possible problems with	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Body	this approach. For example, it could be that the ma-	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	jority annotation will be empty. This will be rare	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	(126 records out of 2,216 in our case), because it	page=2 xpos=0 ypos=6 left-column full-justified aligned-line
I-Body	only happens when the codes assigned by the three	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	annotators form disjoint sets. In most hospital sys-	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tems, including our own, the coders are required to	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	indicate a primary code. By convention, the primary	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	code is listed as the record’s first code, and has an	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	especially strong impact on the billing process. For	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	simplicity’s sake, the majority annotation process ig-	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nores the distinction between primary and secondary	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	codes. There is space for a better solution here, but	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	we have not seriously explored it. We have, how-	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
