Title	Using Machine Learning Techniques to Interpret WH-questions	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital column-bottom above-blank-line above-double-space above-line-space
I-Body	goals to enhance the performance of information-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	retrieval and question-answering systems. In this	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	paper, we report on different aspects of the predic-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive performance of our statistical models, includ-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing the influence of various training and testing	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	factors on predictive performance, and examine	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	the relationships among the informational goals.	page=0 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In the next section, we review related research.	page=0 xpos=5 ypos=4 right-column left-indent indented-line longer-tail headchar-capital tailchar-period
I-Body	In Section 3, we describe the variables being	page=0 xpos=5 ypos=4 right-column full-justified hanged-line headchar-capital
I-Body	modeled. In Section 4, we discuss our predic-	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive models. We then evaluate the predictions ob-	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tained from models built under different training	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	and modeling conditions. Finally, we summarize	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	the contribution of this work and discuss research	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	directions.	page=0 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	2 Related Research	page=0 xpos=5 ypos=6 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-line-space
B-Body	Our research builds on earlier work on the use	page=0 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	of probabilistic models to understand free-text	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	queries in search applications (Heckerman and	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	Horvitz, 1998; Horvitz et al., 1998), and on work	page=0 xpos=5 ypos=7 right-column full-justified aligned-line year headchar-capital
I-Body	conducted in the IR arena of question answering	page=0 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	(QA) technologies.	page=0 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail tailchar-period
B-Body	Heckerman and Horvitz (1998) and Horvitz et	page=0 xpos=5 ypos=7 right-column left-indent indented-line longer-tail year headchar-capital
I-Body	al. (1998) used hand-crafted models and super-	page=0 xpos=5 ypos=7 right-column full-justified hanged-line year headchar-lower tailchar-hiphen
I-Body	vised learning to construct Bayesian models that	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	predict users’ goals and needs for assistance in the	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	context of consumer software applications. Heck-	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erman and Horvitz’ models considered words,	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	phrases and linguistic structures (e.g., capitaliza-	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion and definite/indefinite articles) appearing in	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	queries to a help system. Horvitz et al.’s models	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	considered a user’s recent actions in his/her use of	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	software, together with probabilistic information	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
E-Body	maintained in a dynamically updated user profile.	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-period page-bottom
B-Body	QA research centers on the challenge of en-	page=1 xpos=0 ypos=0 left-column left-indent page-top headchar-capital tailchar-hiphen
I-Body	hancing the response of search engines to a user’s	page=1 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower
I-Body	questions by returning precise answers rather than	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	returning documents, which is the more common	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	IR goal. QA systems typically combine tradi-	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tional IR statistical methods (Salton and McGill,	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	1983) with “shallow” NLP techniques. One ap-	page=1 xpos=0 ypos=1 left-column full-justified aligned-line year tailchar-hiphen
I-Body	proach to the QA task consists of applying the IR	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	methods to retrieve documents relevant to a user’s	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	question, and then using the shallow NLP to ex-	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tract features from both the user’s question and	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	the most promising retrieved documents. These	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	features are then used to identify an answer within	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	each document which best matches the user’s	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	question. This approach was adopted in (Kupiec,	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	1993; Abney et al., 2000; Cardie et al., 2000;	page=1 xpos=0 ypos=2 left-column full-justified aligned-line year tailchar-semicolon
E-Body	Moldovan et al., 2000).	page=1 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail year headchar-capital tailchar-period
B-Body	The NLP components of these systems em-	page=1 xpos=0 ypos=3 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ployed hand-crafted rules to infer the type of an-	page=1 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	swer expected. These rules were built by con-	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sidering the first word of a question as well as	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	larger patterns of words identified in the question.	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	For example, the question “How far is Mars?”	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	might be characterized as requiring a reply of type	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	DISTANCE . Our work differs from traditional QA	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	research in its use of statistical models to pre-	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dict variables that represent a user’s informational	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	goals. The variables under consideration include	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	the type of the information requested in a query,	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the level of detail of the answer, and the parts-of-	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	speech which contain the topic the query and its	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	focus (which resembles the type of the expected	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	answer). In this paper, we focus on the predictive	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	models, rather than on the provision of answers to	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	users’ questions. We hope that in the short term,	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the insights obtained from our work will assist	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	QA researchers to fine-tune the answers generated	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital
E-Body	by their systems.	page=1 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	3 Data Collection	page=1 xpos=0 ypos=7 left-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-line-space
B-Body	Our models were built from questions identi-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	fied in a log of Web queries submitted to the	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	Encarta encyclopedia service. These questions	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital
I-Body	include traditional WH-questions, which begin	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	with “what”, “when”, “where”, “which”, “who”,	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	“why” and “how”, as well as imperative state-	page=1 xpos=0 ypos=8 left-column full-justified aligned-line tailchar-hiphen
I-Body	ments starting with “name”, “tell”, “find”, “de-	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fine” and “describe”. We extracted 97,640 ques-	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions (removing consecutive duplicates), which	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	constitute about 6% of the 1,649,404 queries in	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	the log files collected during a period of three	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	weeks in the year 2000. A total of 6,436 questions	page=1 xpos=5 ypos=0 right-column full-justified column-top year headchar-lower
I-Body	were tagged by hand. Two types of tags were col-	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lected for each question: (1) tags describing lin-	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	guistic features, and (2) tags describing high-level	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	informational goals of users. The former were ob-	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tained automatically, while the latter were tagged	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
E-Body	manually.	page=1 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We considered three classes of linguistic fea-	page=1 xpos=5 ypos=1 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
E-Body	tures: word-based, structural and hybrid.	page=1 xpos=5 ypos=1 right-column right-indent hanged-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Word-based features indicate the presence of	page=1 xpos=5 ypos=1 right-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	specific words or phrases in a user’s question,	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	which we believed showed promise for predicting	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	components of his/her informational goals. These	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	are words like “make”, “map” and “picture”.	page=1 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Structural features include information ob-	page=1 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	tained from an XML-encoded parse tree gen-	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erated for each question by NLPWin (Heidorn,	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	1999) – a natural language parser developed by	page=1 xpos=5 ypos=3 right-column full-justified aligned-line year
I-Body	the Natural Language Processing Group at Mi-	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	crosoft Research. We extracted a total of 21 struc-	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tural features, including the number of distinct	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	parts-of-speech (PoS) – NOUNs, VERBs, NPs,	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	etc – in a question, whether the main noun is plu-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ral or singular, which noun (if any) is a proper	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	noun, and the PoS of the head verb post-modifier.	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period above-line-space
I-Body	Hybrid features are constructed from structural	page=1 xpos=5 ypos=5 right-column full-justified aligned-line line-space headchar-capital
I-Body	and word-based information. Two hybrid fea-	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures were extracted: (1) the type of head verb in	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	a question, e.g., “know”, “be” or action verb ;	page=1 xpos=5 ypos=5 right-column full-justified aligned-line itemization headchar-lower tailchar-semicolon
I-Body	and (2) the initial component of a question, which	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	usually encompasses the first word or two of the	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	question, e.g., “what”, “when” or “how many”,	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	but for “how” may be followed by a PoS, e.g.,	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	“how ADVERB” or “how ADJECTIVE.”	page=1 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail above-line-space
B-Body	We considered the following variables rep-	page=1 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	resenting high-level informational goals: Infor-	page=1 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	mation Need, Coverage Asked, Coverage Would	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	Give, Topic, Focus, Restriction and LIST. Infor-	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	mation about the state of these variables was pro-	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	vided manually by three people, with the majority	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	of the tagging being performed under contract by	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	a professional outside the research team.	page=1 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail itemization headchar-lower tailchar-period above-line-space
B-Body	Information Need is a variable that repre-	page=1 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	sents the type of information requested by a	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	user. We provided fourteen types of informa-	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion need, including Attribute, IDentifica-	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion, Process, Intersection and Topic It-	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	self (which, as shown in Section 5, are the most	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	common information needs), plus the additional	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	category OTHER . As examples, the question “What	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	is a hurricane?” is an IDentification query;	page=2 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-semicolon
I-Body	“What is the color of sand in the Kalahari?” is an	page=2 xpos=0 ypos=0 left-column full-justified aligned-line
I-Body	Attribute query (the attribute is “color”); “How	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital
I-Body	does lightning form?” is a Process query; “What	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	are the biggest lakes in New Hampshire?” is an	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	Intersection query (a type of IDentification ,	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	where the returned item must satisfy a particular	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	Restriction – in this case “biggest”); and “Where	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital
I-Body	can I find a picture of a bay?” is a Topic Itself	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	query (interpreted as a request for accessing an	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	object directly, rather than obtaining information	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	about the object).	page=2 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Coverage Asked and Coverage Would Give are	page=2 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	variables that represent the level of detail in an-	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swers. Coverage Asked is the level of detail of	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	a direct answer to a user’s question. Coverage	page=2 xpos=0 ypos=3 left-column full-justified aligned-line itemization headchar-lower
I-Body	Would Give is the level of detail that an infor-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	mation provider would include in a helpful an-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swer. For instance, although the direct answer to	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	the question “When did Lincoln die?” is a sin-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gle date, a helpful information provider might add	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	other details about Lincoln, e.g., that he was the	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	sixteenth president of the United States, and that	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	he was assassinated. This additional level of de-	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tail depends on the request itself and on the avail-	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	able information. However, here we consider the	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	former factor, viewing it as an initial filter that	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	will guide the content planning process of an en-	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	hanced QA system. The distinction between the	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	requested level of detail and the provided level of	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	detail makes it possible to model questions for	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	which the preferred level of detail in a response	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	differs from the detail requested by the user. We	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	considered three levels of detail for both coverage	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	variables: Precise, Additional and Extended ,	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	plus the additional category OTHER . Precise in-	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dicates that an exact answer has been requested,	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	e.g., a name or date (this is the value of Cover-	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	age Asked in the above example); Additional	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	refers to a level of detail characterized by a one-	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	paragraph answer (this is the value of Coverage	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	Would Give in the above example); and Extended	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital
E-Body	indicates a longer, more detailed answer.	page=2 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
