I-Listitem	phoneme conversion, or G2P);	page=1 xpos=0 ypos=1 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-semicolon
B-Listitem	2) Transformation of the source language	page=1 xpos=0 ypos=1 left-column left-indent hanged-line longer-tail
I-Listitem	phonemic representation to the target	page=1 xpos=0 ypos=2 left-column left-indent indented-line headchar-lower
I-Listitem	language phonemic representation;	page=1 xpos=0 ypos=2 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-semicolon
B-Listitem	3) Generation of target language orthography	page=1 xpos=0 ypos=2 left-column left-indent hanged-line longer-tail
I-Listitem	from its phonemic representation (phoneme-	page=1 xpos=0 ypos=2 left-column left-indent indented-line headchar-lower tailchar-hiphen
I-Listitem	to-grapheme conversion, or P2G).	page=1 xpos=0 ypos=2 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	To achieve phonetic equivalent transliteration,	page=1 xpos=0 ypos=3 left-column left-indent hanged-line longer-tail headchar-capital tailchar-comma
I-Body	phoneme-based approach has become the most	page=1 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower
I-Body	popular approach. However, the success of	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	phoneme-based approach is limited by the	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	following constraints:	page=1 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon
B-Listitem	1) Grapheme-to-phoneme conversion,	page=1 xpos=0 ypos=3 left-column left-indent indented-line longer-tail tailchar-comma
I-Listitem	originated from text-to-speech (TTS)	page=1 xpos=0 ypos=4 left-column left-indent indented-line headchar-lower
I-Listitem	research, is far from perfect (The	page=1 xpos=0 ypos=4 left-column left-indent aligned-line headchar-lower
I-Listitem	Onomastica Consortium, 1995), especially	page=1 xpos=0 ypos=4 left-column left-indent aligned-line year headchar-capital
I-Listitem	for the name of different language origins.	page=1 xpos=0 ypos=4 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Listitem	2) Cross-lingual phonemic mapping presents a	page=1 xpos=0 ypos=4 left-column left-indent hanged-line longer-tail
I-Listitem	great challenge due to phonemic divergence	page=1 xpos=0 ypos=4 left-column left-indent indented-line headchar-lower
I-Listitem	between some language pairs, such as	page=1 xpos=0 ypos=5 left-column left-indent aligned-line headchar-lower
I-Listitem	Chinese/English, Japanese/English (Wan	page=1 xpos=0 ypos=5 left-column left-indent aligned-line headchar-capital
I-Listitem	and Verspoor, 1998; Meng et al., 2001).	page=1 xpos=0 ypos=5 left-column left-indent right-indent aligned-line shorter-tail year headchar-lower tailchar-period
B-Listitem	3) The conversion of phoneme-to-grapheme	page=1 xpos=0 ypos=5 left-column left-indent hanged-line longer-tail
I-Listitem	introduces yet another level of imprecision,	page=1 xpos=0 ypos=5 left-column left-indent indented-line headchar-lower tailchar-comma
I-Listitem	esp. for the ideographic language, such as	page=1 xpos=0 ypos=6 left-column left-indent aligned-line headchar-lower
I-Listitem	Chinese. Virga and Khudanpur (2003)	page=1 xpos=0 ypos=6 left-column left-indent aligned-line year headchar-capital
I-Listitem	reported 8.3% absolute accuracy drops when	page=1 xpos=0 ypos=6 left-column left-indent aligned-line headchar-lower
I-Listitem	converting from Pinyin to Chinese character.	page=1 xpos=0 ypos=6 left-column left-indent right-indent aligned-line headchar-lower tailchar-period
B-Body	The three error-prone steps as stated above lead	page=1 xpos=0 ypos=6 left-column left-indent hanged-line headchar-capital
I-Body	to an inferior overall system performance. The	page=1 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	complication of multiple steps and introduction of	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	intermediate phonemes also incur high cost in	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	system development when moving from one	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	language pair to another, because we have to work	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	on language specific ad-hoc phonic rules.	page=1 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	2.2 Transliteration Model	page=1 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Transliteration model is a knowledge base to	page=1 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	support the execution of transliteration strategy. To	page=1 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	build the knowledge base, machine learning or	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	rule-based algorithms are adopted in phoneme-	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	based approach. For instance, noisy-channel model	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	(NCM) (Virga et al., 2003; Lee et al., 2003),	page=1 xpos=0 ypos=9 left-column full-justified aligned-line year tailchar-comma
I-Body	HMM (Sung et al., 2000), decision tree (Kang et	page=1 xpos=0 ypos=9 left-column full-justified aligned-line year headchar-capital
I-Body	al., 2000), transformation-based learning (Meng et	page=1 xpos=0 ypos=9 left-column full-justified aligned-line year headchar-lower
I-Body	al., 2001), statistical machine transliteration model	page=1 xpos=0 ypos=9 left-column full-justified aligned-line year headchar-lower
I-Body	(Lee et al., 2003), finite state transducers (Knight	page=1 xpos=0 ypos=9 left-column full-justified aligned-line year column-bottom
I-Body	et al., 1998) and rule-based approach (Wan et al.,	page=1 xpos=5 ypos=0 right-column full-justified column-top year headchar-lower tailchar-comma
I-Body	1998; Oh et al., 2002). It is observed that the	page=1 xpos=5 ypos=0 right-column full-justified aligned-line year
I-Body	reported transliteration models share a common	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	strategy, that is:	page=1 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon
B-Listitem	1) To model the transformation rules;	page=1 xpos=5 ypos=0 right-column left-indent right-indent indented-line longer-tail tailchar-semicolon
B-Listitem	2) To model the target language;	page=1 xpos=5 ypos=0 right-column left-indent right-indent aligned-line shorter-tail tailchar-semicolon
B-Listitem	3) To model the above both;	page=1 xpos=5 ypos=1 right-column left-indent right-indent aligned-line shorter-tail tailchar-semicolon
B-Body	However, the modeling of different knowledge	page=1 xpos=5 ypos=1 right-column left-indent hanged-line longer-tail headchar-capital
I-Body	is always done independently. For example, NCM	page=1 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower
I-Body	and HMM (Virga et al., 2003; Lee et al., 2003;	page=1 xpos=5 ypos=1 right-column full-justified aligned-line year headchar-lower tailchar-semicolon
I-Body	Sung et al., 2000) model the transformation	page=1 xpos=5 ypos=1 right-column full-justified aligned-line year headchar-capital
I-Body	mapping rules and the target language separately;	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-semicolon
I-Body	decision tree (Kang et al., 2000), transformation-	page=1 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	based learning (Meng et al., 2001), finite state	page=1 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
I-Body	transducers (Knight et al., 1998) and statistical	page=1 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
I-Body	machine transliteration model (Lee et al., 2003)	page=1 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
E-Body	only model the transformation rules.	page=1 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	3 Direct Orthographical Mapping	page=1 xpos=5 ypos=3 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	To overcome the limitation of phoneme-based	page=1 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	approach, we propose a unified framework for	page=1 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	machine transliteration, direct orthographical	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	mapping (DOM). The DOM framework tries to	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	model phonetic equivalent association by fully	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	exploring the orthographical contextual	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	information and the orthographical mapping.	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Under the DOM framework, we propose a joint	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital
I-Body	source-channel transliteration model (n-gram TM)	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	to capture the source-target word orthographical	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	mapping relation and the contextual information.	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Unlike the noisy-channel model, the joint source-	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	channel model does not try to capture how the	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	source names can be mapped to the target names,	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	but rather how both source and target names can be	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	generated simultaneously.	page=1 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The proposed framework is applicable to all	page=1 xpos=5 ypos=6 right-column left-indent indented-line longer-tail headchar-capital
I-Body	language pairs. For simplicity, in this section, we	page=1 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower
I-Body	take English/Chinese pair as example in the	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	formulation, where E2C refers to English to	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	Chinese transliteration and C2E refers to Chinese	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
E-Body	to English back-transliteration.	page=1 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.1 Transliteration Pair and Alignment	page=1 xpos=5 ypos=7 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Suppose that we have an English name	page=1 xpos=5 ypos=7 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	α = x <sub>1</sub> ... x i ... x m and a Chinese transliteration	page=1 xpos=5 ypos=7 right-column centered left-indent font-largest hanged-line
I-Body	β = y <sub>1</sub> ... y i ... y n where x i are English letters and	page=1 xpos=5 ypos=7 right-column left-indent font-largest
I-Body	y <sub>j</sub> are Chinese characters. The English name α	page=1 xpos=5 ypos=8 right-column centered left-indent right-indent font-largest itemization headchar-lower
I-Body	and its Chinese Transliteration β can be	page=1 xpos=5 ypos=8 right-column full-justified font-largest longer-tail headchar-lower above-line-space
I-Body	segmented into a series of substrings:	page=1 xpos=5 ypos=8 right-column full-justified aligned-line line-space headchar-lower tailchar-colon
I-Body	α = e <sub>1</sub> e 2 ... e <sub>K</sub> and β = c 1 c 2 ... c K ( k < min( m , n ) ).	page=1 xpos=5 ypos=8 right-column centered left-indent font-largest tailchar-period above-line-space
I-Body	We call the substring as transliteration unit and	page=1 xpos=5 ypos=9 right-column full-justified line-space headchar-capital above-line-space
I-Body	each English transliteration unit e <sub>i</sub> is aligned with	page=1 xpos=5 ypos=9 right-column full-justified font-largest aligned-line line-space headchar-lower above-line-space
I-Body	a corresponding Chinese transliteration unit c <sub>i</sub> to	page=1 xpos=5 ypos=9 right-column full-justified font-largest aligned-line line-space itemization headchar-lower page-bottom
I-Body	form a transliteration pair. An alignment between	page=2 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	α and β is defined as γ with	page=2 xpos=0 ypos=0 left-column left-indent right-indent font-largest shorter-tail above-line-space
I-Body	< e , c > <sub>1</sub> =< e 1 , c 1 >	page=2 xpos=0 ypos=0 left-column left-indent right-indent font-largest indented-line shorter-tail line-space above-line-space
I-Body	< e , c > <sub>2</sub> =< e 2 , c 2 > …	page=2 xpos=0 ypos=0 left-column left-indent right-indent font-largest aligned-line longer-tail line-space above-line-space
I-Body	and < e , c > <sub>K</sub> =< e K , c K > . A transliteration pair	page=2 xpos=0 ypos=0 left-column full-justified font-largest hanged-line longer-tail line-space headchar-lower above-line-space
I-Body	< e , c > <sub>i</sub> represents a two-way mapping between	page=2 xpos=0 ypos=1 left-column left-indent font-largest line-space above-line-space
I-Body	e <sub>i</sub> and c i . A unit could be a Chinese character or	page=2 xpos=0 ypos=1 left-column left-indent font-largest aligned-line line-space itemization headchar-lower above-line-space
I-Body	a monograph, a digraph or a trigraph and so on for	page=2 xpos=0 ypos=1 left-column full-justified line-space itemization headchar-lower above-line-space
I-Body	English. For example, “阿|a 布|b 鲁|ru 佐|zzo” is	page=2 xpos=0 ypos=1 left-column full-justified aligned-line line-space headchar-capital above-line-space
I-Body	one alignment of Chinese-English word pair “阿	page=2 xpos=0 ypos=2 left-column full-justified aligned-line line-space headchar-lower above-line-space
E-Body	布鲁佐” and “abruzzo”.	page=2 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail line-space tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.2 DOM Transliteration Framework	page=2 xpos=0 ypos=2 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	By the definition of α , β and γ , the E2C	page=2 xpos=0 ypos=2 left-column left-indent font-largest indented-line longer-tail line-double-space line-space headchar-capital above-line-space
I-Body	transliteration can be formulated as	page=2 xpos=0 ypos=2 left-column right-indent hanged-line shorter-tail line-space headchar-lower above-line-space
B-Equation	β = arg max P ( α , β )	page=2 xpos=0 ypos=3 left-column left-indent right-indent font-largest indented-line shorter-tail line-space
I-Equation	β	page=2 xpos=1 ypos=3 left-column left-indent right-indent font-smallest indented-line shorter-tail
I-Equation	= arg max ∑ P ( α , β , γ )	page=2 xpos=0 ypos=3 left-column left-indent right-indent font-largest hanged-line longer-tail
I-Equation	β γ	page=2 xpos=1 ypos=3 left-column left-indent right-indent font-smallest indented-line shorter-tail
I-Equation	(1)	page=2 xpos=4 ypos=3 left-column left-indent right-indent indented-line longer-tail
I-Equation	≈ arg max ( arg max P ( α , β , γ ))	page=2 xpos=0 ypos=3 left-column left-indent right-indent font-largest hanged-line shorter-tail
I-Equation	β γ	page=2 xpos=1 ypos=4 left-column left-indent right-indent font-smallest indented-line shorter-tail above-line-space
I-Equation	= arg max P ( α , β , γ )	page=2 xpos=0 ypos=4 left-column left-indent right-indent font-largest hanged-line longer-tail line-space
I-Equation	β , γ	page=2 xpos=1 ypos=4 left-column left-indent right-indent font-smallest indented-line shorter-tail above-line-space
B-Body	Similarly the C2E back-transliteration as	page=2 xpos=0 ypos=4 left-column right-indent hanged-line longer-tail line-space headchar-capital above-line-space
B-Equation	α ≈ arg max P ( α , β , γ ) (2)	page=2 xpos=0 ypos=4 left-column left-indent font-largest indented-line longer-tail line-space
I-Equation	α , γ	page=2 xpos=1 ypos=5 left-column left-indent right-indent font-smallest indented-line shorter-tail above-line-space
