Title	Detection of Question-Answer Pairs in Email Conversations	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital column-bottom above-double-space above-line-space
I-Body	example summary of a thread of email conver-	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sation produced by a sentence extraction based	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	email thread summarization system developed at	page=0 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	Columbia (Rambow et al., 2004) shown in Figure 1.	page=0 xpos=5 ypos=9 right-column full-justified aligned-line year headchar-capital tailchar-period
I-Body	While this summary does include an answer to the	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-capital
I-Body	first question, it does not include answers to the	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	two questions posed subsequently even though the	page=0 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	answers are present in the thread. This example	page=1 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	demonstrates one of the inadequacies of sentence	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	extraction based summarization modules: namely,	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the absence of discourse segments that would have	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	made the summaries more readable and complete.	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	A summarization module that includes answers to	page=1 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital
I-Body	questions posed in extractive summaries, then, be-	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	comes very useful.	page=1 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Further, questions are a natural means of resolv-	page=1 xpos=0 ypos=1 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ing any issue. This is especially so of email conver-	page=1 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	sations through which most of our issues, whether	page=1 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	professional or personal, get resolved. And, the	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	asynchronous nature of email conversation makes it	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	possible for users to pursue several questions in par-	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	allel. In fact, in our corpus of email exchanges, we	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	found that about 20% of all email threads focus pri-	page=1 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	marily on a question-answer exchange, whether one	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	question is posed and multiple people respond or	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	whether multiple questions are posed and multiple	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	responses given. For these type of email exchanges,	page=1 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	a summary that can highlight the main question(s)	page=1 xpos=0 ypos=3 left-column full-justified aligned-line itemization headchar-lower
I-Body	asked and the response(s) given would be useful.	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Being able to distinguish questions pertaining to dif-	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ferent issues in an email thread and being able to	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	associate the answers with their questions is a ne-	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	cessity in order to generate this type of summary.	page=1 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In this paper, we present our work on the detec-	page=1 xpos=0 ypos=5 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tion of question and answer pairs in email conver-	page=1 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	sations. The question-answer detection system we	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	present will ultimately serve as one component of a	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	full email summarization system, providing a por-	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion of summary content. We developed one ap-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	proach for the detection of questions in email mes-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sages, and a separate approach to detect the corre-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sponding answers. These are described in turn be-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	low.	page=1 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	2 Previous and Related Work	page=1 xpos=0 ypos=7 left-column right-indent font-largest aligned-line longer-tail line-double-space line-space numbered-heading1 above-line-space
B-Body	(Muresan et al., 2001) describe work on summariz-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail line-space year tailchar-hiphen
I-Body	ing individual email messages using machine learn-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing approaches to learn rules for salient noun phrase	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	extraction. In contrast, our work aims at summariz-	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing whole threads and at capturing the interactive	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	nature of email.	page=1 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	(Nenkova and Bagga, 2003) present work on gen-	page=1 xpos=0 ypos=8 left-column left-indent indented-line longer-tail year tailchar-hiphen
I-Body	erating extractive summaries of threads in archived	page=1 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	discussions. A sentence from the root message and	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	from each response to the root is extracted using	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	ad-hoc algorithms crafted by hand. This approach	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	works best when the subject of the root email best	page=1 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	describes the “issue” of the thread, and when the	page=1 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	root email does not discuss more than one issue. In	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	our work, we do not make any assumptions about	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	the nature of the email, and try to learn strategies to	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	link question and answer segments for summariza-	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tion.	page=1 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	(Newman and Blitzer, 2003) also address the	page=1 xpos=5 ypos=1 right-column left-indent indented-line longer-tail line-space year
I-Body	problem of summarizing archived discussion lists.	page=1 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower tailchar-period
I-Body	They cluster messages into topic groups, and then	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital
I-Body	extract summaries for each cluster. The summary of	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	a cluster is extracted using a scoring metric based on	page=1 xpos=5 ypos=2 right-column full-justified aligned-line itemization headchar-lower
I-Body	sentence position, lexical similarity of a sentence to	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	cluster centroid, and a feature based on quotation,	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	among others. Because the summaries are extrac-	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive in nature, this approach still suffers from the	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	possibility of incomplete summaries.	page=1 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	(Lam et al., 2002) present work on email summa-	page=1 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-space year tailchar-hiphen
I-Body	rization by exploiting the thread structure of email	page=1 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	conversation and common features such as named	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	entities and dates. They summarize the message	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	only, though the content of the message to be sum-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	marized is “expanded” using the content from its an-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cestor messages. The expanded message is passed	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	to a document summarizer which is used as a black	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	box to generate summaries. Our work, in contrast,	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	aims at summarizing the whole thread, and we are	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	precisely interested in changing the summarization	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	algorithm itself, not in using a black box summa-	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	rizer.	page=1 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	In addition, there has been some work on summa-	page=1 xpos=5 ypos=5 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	rizing meetings. As discussed in Section 1, email is	page=1 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower
I-Body	different in important respects from multi-party di-	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	alog. However, some important aspects are related.	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	(Zechner and Lavie, 2001), for example, presents	page=1 xpos=5 ypos=6 right-column full-justified aligned-line year
I-Body	a spoken dialogue summarization system that takes	page=1 xpos=5 ypos=6 right-column full-justified aligned-line itemization headchar-lower
I-Body	into consideration local cross-speaker coherence by	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	linking question answer pairs, and uses this infor-	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mation to generate extract based summaries with	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	complete question-answer regions. While we have	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	used a similar question detection approach, our ap-	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	proach to answer detection is different. We get back	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	to this in Section 4.	page=1 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	(Rambow et al., 2004) show that sentence ex-	page=1 xpos=5 ypos=8 right-column left-indent indented-line longer-tail line-space year tailchar-hiphen
I-Body	traction techniques can work for summarizing email	page=1 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower
I-Body	threads, but profit from email-specific features. In	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	addition, they show that the presentation of the sum-	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mary should take into account the dialogic structure	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	of email communication. However, since their ap-	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	proach does not try to detect question and answer	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	pairs, the extractive summaries suffer from the pos-	page=1 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen page-bottom
E-Body	sibility of incomplete summaries.	page=2 xpos=0 ypos=0 left-column right-indent page-top headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	3 Automatic Question Detection	page=2 xpos=0 ypos=0 left-column right-indent font-largest aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	While the detection of questions in email messages	page=2 xpos=0 ypos=0 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	is not as difficult a problem as in speech conversa-	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions where features such as the question mark char-	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	acter are absent, relying on the use of question mark	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	character for identifying questions in email mes-	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sages is not adequate. The need for special attention	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	in detecting questions in email messages arises due	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	to three reasons. First, the use of informal language	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	means users might use the question mark character	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	in cases other than questions (for example, to de-	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	note uncertainty) and may overlook using a question	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	mark after a question. Second, a question may be	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	stated in a declarative form, as in, “I was wondering	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	if you are free at 5pm today.” Third, not every ques-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion, whether in an interrogative form or in a declar-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ative form, is meant to be answered. For example,	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	rhetorical questions are used for purposes other than	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	to obtain the information the question asked, and are	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	not required to be associated with answer segments.	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-period
B-Body	We used supervised rule induction for the de-	page=2 xpos=0 ypos=4 left-column left-indent indented-line headchar-capital tailchar-hiphen
I-Body	tection of interrogative questions. Training exam-	page=2 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ples were extracted from the transcribed SWITCH-	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	BOARD corpus annotated with DAMSL tags. <sup>1</sup>	page=2 xpos=0 ypos=4 left-column full-justified font-larger aligned-line headchar-capital
I-Body	This particular corpus was chosen not only be-	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	cause an adequate number of training examples	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	could be extracted from the manual annotations,	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	but also because of the use of informal language	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	in speech that is also characteristic of email con-	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	versation. Utterances with DAMSL tags “sv”	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	(speech act “statement-opinion”) and “sd” (speech	page=2 xpos=0 ypos=6 left-column full-justified aligned-line
I-Body	act “statement-non-opinion”) were used to extract	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	5,000 negative examples. Similarly, utterances	page=2 xpos=0 ypos=6 left-column full-justified aligned-line
I-Body	with tags “qy” (“yes-no-question”), “qw” (“Wh-	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	question”), and “qh” (“rhetorical-question”) were	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	used to extract 5,000 positive examples. Each utter-	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ance was then represented by a feature vector which	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	included the following features:	page=2 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Listitem	• POS tags for the first five terms (shorter utter-	page=2 xpos=0 ypos=8 left-column left-indent font-larger indented-line longer-tail line-double-space line-space itemization tailchar-hiphen
I-Listitem	ances were padded with dummies)	page=2 xpos=0 ypos=8 left-column left-indent right-indent indented-line shorter-tail headchar-lower above-double-space above-line-space
B-Listitem	• POS tags for the last five terms (shorter utter-	page=2 xpos=0 ypos=8 left-column left-indent font-larger hanged-line longer-tail line-double-space line-space itemization tailchar-hiphen
I-Listitem	ances were padded with dummies)	page=2 xpos=0 ypos=8 left-column left-indent right-indent indented-line shorter-tail headchar-lower above-double-space above-line-space
B-Listitem	• length of the utterance	page=2 xpos=0 ypos=9 left-column left-indent right-indent font-larger hanged-line shorter-tail line-double-space line-space itemization above-double-space above-line-space
B-Footnote	<sup>1</sup> From the Johns Hopkins University LVCSR	page=2 xpos=0 ypos=9 left-column left-indent font-smallest longer-tail line-double-space line-space headchar-super
I-Footnote	Summer Workshop 1997, available from	page=2 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line year headchar-capital
I-Footnote	http://www.colorado.edu/ling/jurafsky/ws97/	page=2 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower column-bottom
Table	__Table 1__	page=2 xpos=5 ypos=-1 right-column centered left-indent right-indent box column-top table-area above-double-space above-line-space
B-Caption	Table 1: Test results for detection of questions in	page=2 xpos=5 ypos=0 right-column full-justified hanged-line longer-tail line-double-space line-space string-table headchar-capital
E-Caption	interrogative form	page=2 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
B-Listitem	• POS-bigrams from a list of 100 most discrimi-	page=2 xpos=5 ypos=1 right-column left-indent font-larger indented-line longer-tail line-blank-line line-double-space line-space itemization tailchar-hiphen
I-Listitem	nating POS-bigrams list.	page=2 xpos=5 ypos=2 right-column left-indent right-indent indented-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	The list of most discriminating POS-bigrams was	page=2 xpos=5 ypos=2 right-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital
